# TOI-270, TESS 2-minute cadence, TESS Sector 03
# time is days from the first measurement, flux is normalised
time,flux
1.058355,0.9987123
1.059744,0.9985617
1.061133,1.0017039
1.062522,0.9980570
1.063911,0.9986643
1.065300,1.0004215
1.066689,1.0007744
1.068078,1.0006049
1.069467,1.0000966
1.070856,0.9997726
1.072245,1.0007476
1.073633,0.9984215
1.075022,0.9956305
1.076411,0.9990142
1.077800,0.9996759
1.079189,0.9998687
1.080578,0.9989328
1.081967,1.0010696
1.083356,1.0000073
1.084745,1.0004016
1.086134,1.0013616
1.087523,1.0010763
1.088912,1.0004805
1.090300,0.9967515
1.091689,1.0013274
1.093078,1.0005664
1.094467,0.9988836
1.095856,0.9990523
1.097245,1.0005310
1.098634,1.0003945
1.100023,1.0019605
1.101412,0.9991523
1.102801,0.9997683
1.104190,0.9995474
1.105579,0.9997275
1.106967,0.9971787
1.108356,0.9993360
1.109745,1.0006898
1.111134,0.9964079
1.112523,0.9990575
1.113912,1.0001643
1.115301,1.0010588
1.116690,0.9998887
1.118079,0.9988904
1.119468,1.0010946
1.120857,1.0020502
1.122246,1.0015424
1.123634,0.9976322
1.125023,1.0019787
1.126412,0.9986282
1.127801,0.9995708
1.129190,1.0005407
1.130579,0.9981630
1.131968,1.0008540
1.133357,0.9978270
1.134746,1.0020263
1.136135,1.0010989
1.137524,0.9992942
1.138913,0.9971426
1.140301,0.9992653
1.141690,0.9988328
1.143079,0.9995386
1.144468,0.9970946
1.145857,0.9993520
1.147246,0.9993859
1.148635,0.9986660
1.150024,1.0002774
1.151413,1.0002958
1.152802,0.9988392
1.154191,0.9980786
1.155580,1.0002274
1.156969,0.9990487
1.158357,0.9967585
1.159746,0.9995409
1.161135,1.0001370
1.162524,1.0007246
1.163913,0.9990636
1.165302,0.9986767
1.166691,1.0007211
1.168080,0.9991186
1.169469,0.9986805
1.170858,1.0011207
1.172247,0.9987467
1.173636,1.0006145
1.175024,1.0017412
1.176413,0.9997258
1.177802,0.9986841
1.179191,1.0012976
1.180580,0.9987844
1.181969,0.9999740
1.183358,1.0010132
1.184747,0.9996788
1.186136,1.0014778
1.187525,0.9992533
1.188914,1.0011384
1.190303,1.0012812
1.191691,0.9980081
1.193080,1.0003769
1.194469,1.0000929
1.195858,0.9992474
1.197247,1.0006988
1.198636,1.0002217
1.200025,0.9988107
1.201414,0.9990296
1.202803,0.9991171
1.204192,0.9998110
1.205581,1.0006719
1.206970,0.9999118
1.208358,0.9999054
1.209747,1.0003862
1.211136,1.0003450
1.212525,1.0007980
1.213914,1.0000764
1.215303,0.9984389
1.216692,1.0029264
1.218081,1.0010413
1.219470,0.9996328
1.220859,0.9995680
1.222248,1.0006298
1.223637,1.0023409
1.225025,0.9990502
1.226414,1.0031148
1.227803,0.9993441
1.229192,0.9972413
1.230581,1.0010780
1.231970,1.0011633
1.233359,1.0017728
1.234748,1.0009951
1.236137,1.0012209
1.237526,1.0006761
1.238915,1.0017496
1.240304,1.0008495
1.241692,0.9993176
1.243081,0.9999995
1.244470,0.9997670
1.245859,1.0026986
1.247248,1.0009021
1.248637,1.0012281
1.250026,1.0024759
1.251415,1.0015970
1.252804,1.0016646
1.254193,1.0014227
1.255582,1.0015554
1.256971,0.9970886
1.258359,0.9987854
1.259748,1.0003451
1.261137,0.9991503
1.262526,0.9990312
1.263915,1.0023083
1.265304,1.0013258
1.266693,1.0023012
1.268082,1.0010500
1.269471,0.9999268
1.270860,0.9988140
1.272249,0.9990318
1.273638,1.0000533
1.275026,0.9988794
1.276415,1.0002051
1.277804,0.9993503
1.279193,0.9978756
1.280582,1.0006203
1.281971,0.9985413
1.283360,0.9972156
1.284749,1.0029799
1.286138,0.9982827
1.287527,0.9989884
1.288916,0.9981469
1.290305,1.0003114
1.291693,1.0015744
1.293082,0.9998860
1.294471,1.0000557
1.295860,0.9992824
1.297249,1.0007604
1.298638,1.0008689
1.300027,1.0001731
1.301416,0.9997668
1.302805,1.0007256
1.304194,1.0021723
1.305583,1.0019977
1.306972,1.0019291
1.308360,1.0003714
1.309749,1.0004817
1.311138,0.9988544
1.312527,0.9988943
1.313916,1.0009645
1.315305,1.0008140
1.316694,0.9989873
1.318083,0.9988547
1.319472,0.9998158
1.320861,1.0000574
1.322250,0.9999530
1.323639,1.0019844
1.325027,0.9987147
1.326416,1.0004528
1.327805,0.9997731
1.329194,1.0015151
1.330583,0.9985244
1.331972,1.0009082
1.333361,0.9993854
1.334750,1.0000766
1.336139,1.0007289
1.337528,0.9988269
1.338917,1.0006383
1.340306,0.9999180
1.341694,0.9991901
1.343083,1.0002937
1.344472,0.9982950
1.345861,1.0007203
1.347250,1.0009454
1.348639,1.0003986
1.350028,0.9998431
1.351417,0.9987635
1.352806,0.9998056
1.354195,1.0008256
1.355584,0.9980930
1.356973,1.0012219
1.358361,1.0004267
1.359750,1.0007233
1.361139,1.0020968
1.362528,1.0002159
1.365306,1.0017938
1.366695,1.0001968
1.368084,0.9982055
1.369473,0.9989171
1.372251,0.9995891
1.373640,1.0005747
1.375028,1.0003059
1.376417,1.0000841
1.379195,1.0012208
1.380584,0.9990288
1.381973,1.0010087
1.383362,0.9991264
1.384751,1.0007656
1.386140,1.0020682
1.387529,0.9996894
1.388918,0.9975402
1.390307,0.9985044
1.391695,0.9984343
1.393084,0.9999452
1.395862,1.0005456
1.397251,0.9984750
1.398640,1.0013229
1.400029,1.0010685
1.401418,1.0012871
1.402807,1.0015512
1.404196,1.0002498
1.405585,0.9978649
1.406974,0.9999769
1.408362,1.0021257
1.409751,0.9967517
1.411140,1.0019242
1.413918,1.0006265
1.415307,1.0023386
1.416696,0.9996655
1.418085,1.0014644
1.419474,1.0000343
1.420863,1.0016446
1.422252,0.9978040
1.423641,0.9993745
1.425029,0.9988269
1.426418,1.0005651
1.427807,0.9997162
1.429196,1.0014753
1.430585,0.9984086
1.431974,1.0000121
1.433363,0.9993647
1.434752,0.9988932
1.436141,1.0006067
1.437530,0.9986586
1.438919,0.9989866
1.440308,1.0018844
1.441696,1.0011049
1.443085,0.9998321
1.444474,0.9978358
1.445863,0.9996174
1.447252,0.9991979
1.448641,1.0012744
1.451419,1.0005437
1.452808,1.0000827
1.454197,1.0009533
1.455586,0.9984196
1.456975,0.9999677
1.458363,1.0020483
1.459752,1.0008967
1.461141,1.0010804
1.462530,1.0017969
1.463919,1.0001157
1.465308,0.9975635
1.466697,1.0006606
1.468086,1.0006654
1.469475,0.9990483
1.470864,0.9991566
1.472253,1.0000185
1.473642,1.0007414
1.475030,0.9997004
1.476419,0.9984110
1.477808,0.9987983
1.479197,0.9992386
1.480586,0.9991570
1.481975,0.9984756
1.483364,0.9997734
1.484753,0.9994520
1.486142,1.0000081
1.487531,0.9979966
1.488920,1.0004249
1.490309,1.0011840
1.491697,1.0003517
1.493086,1.0013994
1.494475,0.9991346
1.495864,0.9979588
1.497253,0.9994286
1.498642,0.9980315
1.500031,1.0019996
1.501420,0.9997825
1.502809,0.9973541
1.504198,1.0018257
1.505587,1.0004360
1.506976,0.9985247
1.508364,1.0002552
1.509753,0.9990364
1.511142,0.9981301
1.512531,1.0010268
1.513920,1.0011559
1.515309,1.0008271
1.516698,1.0019364
1.518087,0.9992309
1.519476,1.0011767
1.520865,1.0008965
1.522254,0.9997769
1.523643,1.0008211
1.525031,1.0022549
1.526420,0.9993793
1.527809,1.0011464
1.529198,1.0003833
1.530587,0.9994850
1.531976,0.9995405
1.533365,1.0019854
1.534754,1.0010950
1.536143,0.9992887
1.537532,1.0021087
1.538921,1.0006204
1.540310,1.0002906
1.541698,0.9987137
1.543087,0.9995888
1.544476,1.0004856
1.545865,1.0005707
1.547254,0.9988310
1.548643,1.0009059
1.550032,0.9990456
1.551421,1.0002215
1.552810,1.0003371
1.554199,0.9976365
1.555588,0.9996676
1.556977,0.9996122
1.558365,0.9993594
1.559754,0.9997993
1.561143,1.0011662
1.562532,1.0012249
1.563921,1.0000414
1.565310,1.0004438
1.566699,1.0001151
1.568088,1.0002154
1.569477,1.0029758
1.570866,0.9991217
1.572255,1.0000098
1.573644,1.0023571
1.575032,0.9989124
1.576421,0.9994687
1.577810,0.9996419
1.579199,1.0013163
1.580588,0.9987255
1.581977,1.0007158
1.583366,0.9990398
1.584755,0.9993086
1.586144,1.0010272
1.587533,0.9978852
1.588922,1.0017816
1.590311,0.9999633
1.591699,0.9986319
1.593088,1.0003029
1.594477,1.0007931
1.595866,1.0005629
1.597255,1.0008690
1.598644,0.9996704
1.600033,1.0001290
1.601422,1.0005319
1.602811,0.9976785
1.604200,1.0004814
1.605589,0.9980681
1.606978,1.0001893
1.608366,1.0000861
1.609755,1.0006096
1.611144,1.0023897
1.612533,0.9983385
1.613922,0.9988896
1.615311,0.9986190
1.616700,1.0012910
1.618089,1.0019073
1.619478,0.9987947
1.620867,1.0029195
1.622256,1.0009113
1.623645,1.0005269
1.625033,0.9993742
1.626422,0.9989183
1.627811,1.0020690
1.629200,1.0011708
1.630589,0.9996818
1.631978,0.9982332
1.633367,1.0007520
1.634756,1.0015476
1.636145,0.9970808
1.637534,0.9995358
1.638923,1.0002817
1.640312,0.9988896
1.641700,0.9985749
1.643089,1.0025667
1.644478,1.0005667
1.645867,1.0026458
1.647256,0.9999501
1.648645,1.0007047
1.650034,0.9996227
1.651423,0.9993577
1.652812,0.9998392
1.654201,0.9994481
1.655590,1.0016680
1.656979,0.9991221
1.658367,0.9987057
1.659756,0.9991588
1.661145,0.9996474
1.662534,1.0005131
1.663923,1.0008482
1.665312,1.0008428
1.666701,0.9983705
1.668090,0.9994894
1.669479,0.9993867
1.670868,1.0014962
1.672257,0.9990168
1.673646,0.9986219
1.675034,1.0020567
1.676423,1.0002977
1.677812,1.0003998
1.679201,0.9966122
1.680590,0.9990882
1.681979,1.0021253
1.683368,0.9994717
1.684757,0.9991731
1.686146,1.0015288
1.687535,0.9986610
1.688924,0.9998664
1.690313,1.0002759
1.691701,0.9999719
1.693090,0.9976379
1.694479,1.0008901
1.695868,0.9994975
1.697257,1.0013036
1.698646,0.9997250
1.700035,0.9968226
1.701424,1.0001790
1.702813,0.9975226
1.704202,0.9975139
1.705591,0.9996618
1.706980,1.0009300
1.708368,1.0017247
1.709757,1.0001324
1.711146,0.9982626
1.712535,0.9993202
1.713924,1.0016202
1.715313,0.9980174
1.716702,1.0006411
1.718091,0.9983472
1.719480,0.9986752
1.720869,0.9985094
1.722258,1.0002964
1.723647,0.9982658
1.725035,0.9973776
1.726424,1.0010687
1.727813,1.0004821
1.729202,1.0005195
1.730591,0.9984720
1.731980,1.0008882
1.733369,0.9995218
1.734758,1.0007880
1.736147,1.0002795
1.737536,1.0014226
1.738925,1.0017842
1.740314,1.0011595
1.741702,1.0013450
1.743091,0.9991067
1.744480,0.9999195
1.745869,1.0000487
1.747258,0.9992648
1.748647,0.9997066
1.750036,1.0012799
1.751425,1.0017089
