# HD 209458, TESS 2-minute cadence, TESS Sector 56
# time is days from the first measurement, flux is normalised
time,flux
0.808332,1.0005195
0.809721,0.9995428
0.811110,1.0002716
0.812499,0.9999062
0.813888,0.9998206
0.815277,0.9995325
0.816666,0.9999775
0.818055,0.9999671
0.819444,1.0000729
0.820832,1.0000436
0.822221,1.0000224
0.823610,1.0002732
0.824999,1.0001357
0.826388,1.0006432
0.827777,0.9998620
0.829166,1.0002287
0.830555,1.0002318
0.831944,0.9997583
0.833332,1.0004074
0.834721,1.0003074
0.836110,1.0005146
0.837499,0.9998208
0.838888,0.9998042
0.840277,0.9995385
0.841666,1.0006039
0.843055,1.0000207
0.844443,0.9997449
0.845832,1.0001390
0.847221,0.9998104
0.848610,0.9994760
0.849999,0.9996842
0.851388,1.0001942
0.852777,0.9998842
0.854166,1.0003997
0.855555,1.0001478
0.856943,0.9999524
0.858332,0.9997036
0.859721,0.9998487
0.861110,0.9999933
0.862499,0.9998249
0.863888,1.0003348
0.865277,1.0003028
0.866666,1.0000357
0.868055,1.0006265
0.869443,0.9999948
0.870832,0.9996791
0.872221,0.9998123
0.873610,1.0000473
0.874999,0.9999159
0.876388,0.9996486
0.877777,1.0003207
0.879166,1.0000763
0.880554,0.9997670
0.881943,0.9998305
0.883332,1.0001134
0.884721,0.9999594
0.886110,1.0004331
0.887499,1.0003133
0.888888,1.0000911
0.890277,1.0001811
0.891666,0.9998146
0.893054,0.9998284
0.894443,0.9996228
0.895832,0.9999657
0.897221,0.9998357
0.898610,1.0000033
0.899999,0.9999047
0.901388,0.9995543
0.902777,1.0000243
0.904166,1.0000824
0.905554,0.9998933
0.906943,0.9992020
0.908332,0.9997233
0.909721,0.9995982
0.911110,0.9997507
0.912499,0.9998086
0.913888,1.0000967
0.915277,1.0001754
0.916665,0.9996328
0.918054,0.9994786
0.919443,1.0001216
0.920832,1.0001702
0.922221,0.9998831
0.923610,1.0002106
0.924999,0.9995878
0.926388,0.9998324
